unique_id,img_name,question,sub_task,prompt,choices,answer,target_size,target_class,image_id,file_name
750,000000424721_relative_location.jpg,"Considering the relative positions of the carrot (annotated by the red box) and the chair in the image provided, where is the carrot (annotated by the red box) located with respect to the chair?",Relative location,"Considering the relative positions of the carrot (annotated by the red box) and the chair in the image provided, where is the carrot (annotated by the red box) located with respect to the chair? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),14253,carrot,relativelocation_233.png,images/relativelocation_233.png
751,000000567886_relative_location.jpg,"Considering the relative positions of the book (annotated by the red box) and the teddy bear in the image provided, where is the book (annotated by the red box) located with respect to the teddy bear?",Relative location,"Considering the relative positions of the book (annotated by the red box) and the teddy bear in the image provided, where is the book (annotated by the red box) located with respect to the teddy bear? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),772,book,relativelocation_234.png,images/relativelocation_234.png
752,/coco/val2017/000000578922.jpg,"Considering the relative positions of the toothbrush and the vase in the image provided, where is the toothbrush located with respect to the vase?",Relative location,"Considering the relative positions of the toothbrush and the vase in the image provided, where is the toothbrush located with respect to the vase? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),1269,toothbrush,relativelocation_235.png,images/relativelocation_235.png
753,000000148620_relative_location.jpg,"Considering the relative positions of the keyboard (annotated by the red box) and the mouse in the image provided, where is the keyboard (annotated by the red box) located with respect to the mouse?",Relative location,"Considering the relative positions of the keyboard (annotated by the red box) and the mouse in the image provided, where is the keyboard (annotated by the red box) located with respect to the mouse? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1737,keyboard,relativelocation_236.png,images/relativelocation_236.png
754,000000442836_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the frisbee in the image provided, where is the person (annotated by the red box) located with respect to the frisbee?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the frisbee in the image provided, where is the person (annotated by the red box) located with respect to the frisbee? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),8251,person,relativelocation_237.png,images/relativelocation_237.png
757,000000480944_relative_location.jpg,"Considering the relative positions of the car (annotated by the red box) and the stop sign in the image provided, where is the car (annotated by the red box) located with respect to the stop sign?",Relative location,"Considering the relative positions of the car (annotated by the red box) and the stop sign in the image provided, where is the car (annotated by the red box) located with respect to the stop sign? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),243,car,relativelocation_24.png,images/relativelocation_24.png
758,000000293390_relative_location.jpg,"Considering the relative positions of the toothbrush (annotated by the red box) and the sink in the image provided, where is the toothbrush (annotated by the red box) located with respect to the sink?",Relative location,"Considering the relative positions of the toothbrush (annotated by the red box) and the sink in the image provided, where is the toothbrush (annotated by the red box) located with respect to the sink? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),150,toothbrush,relativelocation_240.png,images/relativelocation_240.png
760,000000562581_relative_location.jpg,"Considering the relative positions of the sports ball (annotated by the red box) and the tennis racket in the image provided, where is the sports ball (annotated by the red box) located with respect to the tennis racket?",Relative location,"Considering the relative positions of the sports ball (annotated by the red box) and the tennis racket in the image provided, where is the sports ball (annotated by the red box) located with respect to the tennis racket? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),35,sports ball,relativelocation_242.png,images/relativelocation_242.png
764,000000044590_relative_location.jpg,"Considering the relative positions of the motorcycle (annotated by the red box) and the car in the image provided, where is the motorcycle (annotated by the red box) located with respect to the car?",Relative location,"Considering the relative positions of the motorcycle (annotated by the red box) and the car in the image provided, where is the motorcycle (annotated by the red box) located with respect to the car? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),644,motorcycle,relativelocation_246.png,images/relativelocation_246.png
765,000000062025_relative_location.jpg,"Considering the relative positions of the bottle (annotated by the red box) and the toilet in the image provided, where is the bottle (annotated by the red box) located with respect to the toilet?",Relative location,"Considering the relative positions of the bottle (annotated by the red box) and the toilet in the image provided, where is the bottle (annotated by the red box) located with respect to the toilet? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),114,bottle,relativelocation_247.png,images/relativelocation_247.png
768,000000128148_relative_location.jpg,"Considering the relative positions of the potted plant (annotated by the red box) and the tv in the image provided, where is the potted plant (annotated by the red box) located with respect to the tv?",Relative location,"Considering the relative positions of the potted plant (annotated by the red box) and the tv in the image provided, where is the potted plant (annotated by the red box) located with respect to the tv? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),130,potted plant,relativelocation_25.png,images/relativelocation_25.png
770,/coco/val2017/000000120572.jpg,"Considering the relative positions of the clock and the bench in the image provided, where is the clock located with respect to the bench?",Relative location,"Considering the relative positions of the clock and the bench in the image provided, where is the clock located with respect to the bench? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),305,clock,relativelocation_251.png,images/relativelocation_251.png
772,000000411953_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the tie in the image provided, where is the person (annotated by the red box) located with respect to the tie?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the tie in the image provided, where is the person (annotated by the red box) located with respect to the tie? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),2104,person,relativelocation_253.png,images/relativelocation_253.png
773,000000561889_relative_location.jpg,"Considering the relative positions of the carrot (annotated by the red box) and the knife in the image provided, where is the carrot (annotated by the red box) located with respect to the knife?",Relative location,"Considering the relative positions of the carrot (annotated by the red box) and the knife in the image provided, where is the carrot (annotated by the red box) located with respect to the knife? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),485,carrot,relativelocation_254.png,images/relativelocation_254.png
775,000000103723_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the elephant in the image provided, where is the person (annotated by the red box) located with respect to the elephant?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the elephant in the image provided, where is the person (annotated by the red box) located with respect to the elephant? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),310,person,relativelocation_256.png,images/relativelocation_256.png
776,/coco/val2017/000000530836.jpg,"Considering the relative positions of the dining table and the sink in the image provided, where is the dining table located with respect to the sink?",Relative location,"Considering the relative positions of the dining table and the sink in the image provided, where is the dining table located with respect to the sink? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),5729,dining table,relativelocation_257.png,images/relativelocation_257.png
777,/coco/val2017/000000541773.jpg,"Considering the relative positions of the dining table and the couch in the image provided, where is the dining table located with respect to the couch?",Relative location,"Considering the relative positions of the dining table and the couch in the image provided, where is the dining table located with respect to the couch? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),40086,dining table,relativelocation_258.png,images/relativelocation_258.png
778,000000488592_relative_location.jpg,"Considering the relative positions of the bicycle (annotated by the red box) and the umbrella in the image provided, where is the bicycle (annotated by the red box) located with respect to the umbrella?",Relative location,"Considering the relative positions of the bicycle (annotated by the red box) and the umbrella in the image provided, where is the bicycle (annotated by the red box) located with respect to the umbrella? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),347,bicycle,relativelocation_259.png,images/relativelocation_259.png
780,000000368684_relative_location.jpg,"Considering the relative positions of the book (annotated by the red box) and the chair in the image provided, where is the book (annotated by the red box) located with respect to the chair?",Relative location,"Considering the relative positions of the book (annotated by the red box) and the chair in the image provided, where is the book (annotated by the red box) located with respect to the chair? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),484,book,relativelocation_260.png,images/relativelocation_260.png
781,000000398652_relative_location.jpg,"Considering the relative positions of the potted plant (annotated by the red box) and the dining table in the image provided, where is the potted plant (annotated by the red box) located with respect to the dining table?",Relative location,"Considering the relative positions of the potted plant (annotated by the red box) and the dining table in the image provided, where is the potted plant (annotated by the red box) located with respect to the dining table? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),2047,potted plant,relativelocation_261.png,images/relativelocation_261.png
789,000000249180_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the cell phone in the image provided, where is the person (annotated by the red box) located with respect to the cell phone?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the cell phone in the image provided, where is the person (annotated by the red box) located with respect to the cell phone? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),288,person,relativelocation_269.png,images/relativelocation_269.png
793,000000281409_relative_location.jpg,"Considering the relative positions of the chair (annotated by the red box) and the baseball glove in the image provided, where is the chair (annotated by the red box) located with respect to the baseball glove?",Relative location,"Considering the relative positions of the chair (annotated by the red box) and the baseball glove in the image provided, where is the chair (annotated by the red box) located with respect to the baseball glove? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),437,chair,relativelocation_272.png,images/relativelocation_272.png
795,000000555972_relative_location.jpg,"Considering the relative positions of the vase (annotated by the red box) and the chair in the image provided, where is the vase (annotated by the red box) located with respect to the chair?",Relative location,"Considering the relative positions of the vase (annotated by the red box) and the chair in the image provided, where is the vase (annotated by the red box) located with respect to the chair? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1612,vase,relativelocation_274.png,images/relativelocation_274.png
796,000000173371_relative_location.jpg,"Considering the relative positions of the fork (annotated by the red box) and the knife in the image provided, where is the fork (annotated by the red box) located with respect to the knife?",Relative location,"Considering the relative positions of the fork (annotated by the red box) and the knife in the image provided, where is the fork (annotated by the red box) located with respect to the knife? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),3512,fork,relativelocation_275.png,images/relativelocation_275.png
797,000000319607_relative_location.jpg,"Considering the relative positions of the traffic light (annotated by the red box) and the bicycle in the image provided, where is the traffic light (annotated by the red box) located with respect to the bicycle?",Relative location,"Considering the relative positions of the traffic light (annotated by the red box) and the bicycle in the image provided, where is the traffic light (annotated by the red box) located with respect to the bicycle? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),15199,traffic light,relativelocation_276.png,images/relativelocation_276.png
801,000000277689_relative_location.jpg,"Considering the relative positions of the wine glass (annotated by the red box) and the dining table in the image provided, where is the wine glass (annotated by the red box) located with respect to the dining table?",Relative location,"Considering the relative positions of the wine glass (annotated by the red box) and the dining table in the image provided, where is the wine glass (annotated by the red box) located with respect to the dining table? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),2472,wine glass,relativelocation_28.png,images/relativelocation_28.png
802,/coco/val2017/000000042889.jpg,"Considering the relative positions of the keyboard and the teddy bear in the image provided, where is the keyboard located with respect to the teddy bear?",Relative location,"Considering the relative positions of the keyboard and the teddy bear in the image provided, where is the keyboard located with respect to the teddy bear? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),19284,keyboard,relativelocation_280.png,images/relativelocation_280.png
804,000000516173_relative_location.jpg,"Considering the relative positions of the surfboard (annotated by the red box) and the person in the image provided, where is the surfboard (annotated by the red box) located with respect to the person?",Relative location,"Considering the relative positions of the surfboard (annotated by the red box) and the person in the image provided, where is the surfboard (annotated by the red box) located with respect to the person? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),482,surfboard,relativelocation_282.png,images/relativelocation_282.png
807,000000546964_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the dining table in the image provided, where is the person (annotated by the red box) located with respect to the dining table?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the dining table in the image provided, where is the person (annotated by the red box) located with respect to the dining table? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1115,person,relativelocation_285.png,images/relativelocation_285.png
808,/coco/val2017/000000253835.jpg,"Considering the relative positions of the bottle and the clock in the image provided, where is the bottle located with respect to the clock?",Relative location,"Considering the relative positions of the bottle and the clock in the image provided, where is the bottle located with respect to the clock? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),932,bottle,relativelocation_286.png,images/relativelocation_286.png
812,000000319184_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the frisbee in the image provided, where is the person (annotated by the red box) located with respect to the frisbee?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the frisbee in the image provided, where is the person (annotated by the red box) located with respect to the frisbee? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),10241,person,relativelocation_29.png,images/relativelocation_29.png
814,000000068387_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the baseball bat in the image provided, where is the person (annotated by the red box) located with respect to the baseball bat?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the baseball bat in the image provided, where is the person (annotated by the red box) located with respect to the baseball bat? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),4257,person,relativelocation_291.png,images/relativelocation_291.png
815,000000389316_relative_location.jpg,"Considering the relative positions of the elephant (annotated by the red box) and the person in the image provided, where is the elephant (annotated by the red box) located with respect to the person?",Relative location,"Considering the relative positions of the elephant (annotated by the red box) and the person in the image provided, where is the elephant (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),43406,elephant,relativelocation_292.png,images/relativelocation_292.png
821,000000308793_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the backpack in the image provided, where is the person (annotated by the red box) located with respect to the backpack?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the backpack in the image provided, where is the person (annotated by the red box) located with respect to the backpack? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),20576,person,relativelocation_298.png,images/relativelocation_298.png
822,/coco/val2017/000000084431.jpg,"Considering the relative positions of the tv and the pizza in the image provided, where is the tv located with respect to the pizza?",Relative location,"Considering the relative positions of the tv and the pizza in the image provided, where is the tv located with respect to the pizza? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),18380,tv,relativelocation_299.png,images/relativelocation_299.png
824,000000539883_relative_location.jpg,"Considering the relative positions of the remote (annotated by the red box) and the person in the image provided, where is the remote (annotated by the red box) located with respect to the person?",Relative location,"Considering the relative positions of the remote (annotated by the red box) and the person in the image provided, where is the remote (annotated by the red box) located with respect to the person? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),545,remote,relativelocation_30.png,images/relativelocation_30.png
826,000000242411_relative_location.jpg,"Considering the relative positions of the truck (annotated by the red box) and the person in the image provided, where is the truck (annotated by the red box) located with respect to the person?",Relative location,"Considering the relative positions of the truck (annotated by the red box) and the person in the image provided, where is the truck (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),5008,truck,relativelocation_301.png,images/relativelocation_301.png
828,/coco/val2017/000000003661.jpg,"Considering the relative positions of the keyboard and the cup in the image provided, where is the keyboard located with respect to the cup?",Relative location,"Considering the relative positions of the keyboard and the cup in the image provided, where is the keyboard located with respect to the cup? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),3580,keyboard,relativelocation_303.png,images/relativelocation_303.png
829,/coco/val2017/000000057672.jpg,"Considering the relative positions of the boat and the truck in the image provided, where is the boat located with respect to the truck?",Relative location,"Considering the relative positions of the boat and the truck in the image provided, where is the boat located with respect to the truck? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),17194,boat,relativelocation_304.png,images/relativelocation_304.png
830,000000261097_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the tennis racket in the image provided, where is the person (annotated by the red box) located with respect to the tennis racket?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the tennis racket in the image provided, where is the person (annotated by the red box) located with respect to the tennis racket? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),341,person,relativelocation_305.png,images/relativelocation_305.png
832,000000133645_relative_location.jpg,"Considering the relative positions of the boat (annotated by the red box) and the bench in the image provided, where is the boat (annotated by the red box) located with respect to the bench?",Relative location,"Considering the relative positions of the boat (annotated by the red box) and the bench in the image provided, where is the boat (annotated by the red box) located with respect to the bench? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),451,boat,relativelocation_307.png,images/relativelocation_307.png
834,000000129062_relative_location.jpg,"Considering the relative positions of the dining table (annotated by the red box) and the person in the image provided, where is the dining table (annotated by the red box) located with respect to the person?",Relative location,"Considering the relative positions of the dining table (annotated by the red box) and the person in the image provided, where is the dining table (annotated by the red box) located with respect to the person? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),3724,dining table,relativelocation_309.png,images/relativelocation_309.png
835,000000385719_relative_location.jpg,"Considering the relative positions of the mouse (annotated by the red box) and the laptop in the image provided, where is the mouse (annotated by the red box) located with respect to the laptop?",Relative location,"Considering the relative positions of the mouse (annotated by the red box) and the laptop in the image provided, where is the mouse (annotated by the red box) located with respect to the laptop? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),678,mouse,relativelocation_31.png,images/relativelocation_31.png
838,000000569917_relative_location.jpg,"Considering the relative positions of the toothbrush (annotated by the red box) and the toilet in the image provided, where is the toothbrush (annotated by the red box) located with respect to the toilet?",Relative location,"Considering the relative positions of the toothbrush (annotated by the red box) and the toilet in the image provided, where is the toothbrush (annotated by the red box) located with respect to the toilet? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),397,toothbrush,relativelocation_312.png,images/relativelocation_312.png
839,000000180296_relative_location.jpg,"Considering the relative positions of the chair (annotated by the red box) and the suitcase in the image provided, where is the chair (annotated by the red box) located with respect to the suitcase?",Relative location,"Considering the relative positions of the chair (annotated by the red box) and the suitcase in the image provided, where is the chair (annotated by the red box) located with respect to the suitcase? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1346,chair,relativelocation_313.png,images/relativelocation_313.png
844,000000052412_relative_location.jpg,"Considering the relative positions of the truck (annotated by the red box) and the airplane in the image provided, where is the truck (annotated by the red box) located with respect to the airplane?",Relative location,"Considering the relative positions of the truck (annotated by the red box) and the airplane in the image provided, where is the truck (annotated by the red box) located with respect to the airplane? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),98,truck,relativelocation_318.png,images/relativelocation_318.png
846,000000439426_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the donut in the image provided, where is the person (annotated by the red box) located with respect to the donut?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the donut in the image provided, where is the person (annotated by the red box) located with respect to the donut? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),5450,person,relativelocation_32.png,images/relativelocation_32.png
847,/coco/val2017/000000153632.jpg,"Considering the relative positions of the bowl and the fork in the image provided, where is the bowl located with respect to the fork?",Relative location,"Considering the relative positions of the bowl and the fork in the image provided, where is the bowl located with respect to the fork? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),6126,bowl,relativelocation_320.png,images/relativelocation_320.png
848,000000436617_relative_location.jpg,"Considering the relative positions of the dining table (annotated by the red box) and the bench in the image provided, where is the dining table (annotated by the red box) located with respect to the bench?",Relative location,"Considering the relative positions of the dining table (annotated by the red box) and the bench in the image provided, where is the dining table (annotated by the red box) located with respect to the bench? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1023,dining table,relativelocation_321.png,images/relativelocation_321.png
853,000000500478_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the baseball glove in the image provided, where is the person (annotated by the red box) located with respect to the baseball glove?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the baseball glove in the image provided, where is the person (annotated by the red box) located with respect to the baseball glove? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),2854,person,relativelocation_326.png,images/relativelocation_326.png
854,000000501023_relative_location.jpg,"Considering the relative positions of the stop sign (annotated by the red box) and the traffic light in the image provided, where is the stop sign (annotated by the red box) located with respect to the traffic light?",Relative location,"Considering the relative positions of the stop sign (annotated by the red box) and the traffic light in the image provided, where is the stop sign (annotated by the red box) located with respect to the traffic light? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),1817,stop sign,relativelocation_327.png,images/relativelocation_327.png
856,000000523782_relative_location.jpg,"Considering the relative positions of the truck (annotated by the red box) and the bird in the image provided, where is the truck (annotated by the red box) located with respect to the bird?",Relative location,"Considering the relative positions of the truck (annotated by the red box) and the bird in the image provided, where is the truck (annotated by the red box) located with respect to the bird? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),62631,truck,relativelocation_329.png,images/relativelocation_329.png
858,000000273715_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the skis in the image provided, where is the person (annotated by the red box) located with respect to the skis?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the skis in the image provided, where is the person (annotated by the red box) located with respect to the skis? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),502,person,relativelocation_330.png,images/relativelocation_330.png
861,000000384661_relative_location.jpg,"Considering the relative positions of the bottle (annotated by the red box) and the clock in the image provided, where is the bottle (annotated by the red box) located with respect to the clock?",Relative location,"Considering the relative positions of the bottle (annotated by the red box) and the clock in the image provided, where is the bottle (annotated by the red box) located with respect to the clock? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),922,bottle,relativelocation_333.png,images/relativelocation_333.png
862,000000412531_relative_location.jpg,"Considering the relative positions of the car (annotated by the red box) and the parking meter in the image provided, where is the car (annotated by the red box) located with respect to the parking meter?",Relative location,"Considering the relative positions of the car (annotated by the red box) and the parking meter in the image provided, where is the car (annotated by the red box) located with respect to the parking meter? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),10038,car,relativelocation_334.png,images/relativelocation_334.png
863,/coco/val2017/000000151962.jpg,"Considering the relative positions of the dog and the person in the image provided, where is the dog located with respect to the person?",Relative location,"Considering the relative positions of the dog and the person in the image provided, where is the dog located with respect to the person? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),7150,dog,relativelocation_335.png,images/relativelocation_335.png
865,/coco/val2017/000000395343.jpg,"Considering the relative positions of the bowl and the cup in the image provided, where is the bowl located with respect to the cup?",Relative location,"Considering the relative positions of the bowl and the cup in the image provided, where is the bowl located with respect to the cup? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),1204,bowl,relativelocation_337.png,images/relativelocation_337.png
867,000000406997_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the handbag in the image provided, where is the person (annotated by the red box) located with respect to the handbag?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the handbag in the image provided, where is the person (annotated by the red box) located with respect to the handbag? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),9125,person,relativelocation_339.png,images/relativelocation_339.png
868,/coco/val2017/000000087244.jpg,"Considering the relative positions of the fire hydrant and the bench in the image provided, where is the fire hydrant located with respect to the bench?",Relative location,"Considering the relative positions of the fire hydrant and the bench in the image provided, where is the fire hydrant located with respect to the bench? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),24734,fire hydrant,relativelocation_34.png,images/relativelocation_34.png
869,000000213935_relative_location.jpg,"Considering the relative positions of the apple (annotated by the red box) and the orange in the image provided, where is the apple (annotated by the red box) located with respect to the orange?",Relative location,"Considering the relative positions of the apple (annotated by the red box) and the orange in the image provided, where is the apple (annotated by the red box) located with respect to the orange? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),13685,apple,relativelocation_340.png,images/relativelocation_340.png
871,000000492110_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the cell phone in the image provided, where is the person (annotated by the red box) located with respect to the cell phone?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the cell phone in the image provided, where is the person (annotated by the red box) located with respect to the cell phone? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),6335,person,relativelocation_342.png,images/relativelocation_342.png
872,000000231822_relative_location.jpg,"Considering the relative positions of the sandwich (annotated by the red box) and the cake in the image provided, where is the sandwich (annotated by the red box) located with respect to the cake?",Relative location,"Considering the relative positions of the sandwich (annotated by the red box) and the cake in the image provided, where is the sandwich (annotated by the red box) located with respect to the cake? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),7992,sandwich,relativelocation_343.png,images/relativelocation_343.png
873,/coco/val2017/000000308531.jpg,"Considering the relative positions of the bench and the clock in the image provided, where is the bench located with respect to the clock?",Relative location,"Considering the relative positions of the bench and the clock in the image provided, where is the bench located with respect to the clock? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),1737,bench,relativelocation_344.png,images/relativelocation_344.png
875,000000409630_relative_location.jpg,"Considering the relative positions of the keyboard (annotated by the red box) and the mouse in the image provided, where is the keyboard (annotated by the red box) located with respect to the mouse?",Relative location,"Considering the relative positions of the keyboard (annotated by the red box) and the mouse in the image provided, where is the keyboard (annotated by the red box) located with respect to the mouse? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),35870,keyboard,relativelocation_346.png,images/relativelocation_346.png
876,000000199236_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the horse in the image provided, where is the person (annotated by the red box) located with respect to the horse?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the horse in the image provided, where is the person (annotated by the red box) located with respect to the horse? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),880,person,relativelocation_347.png,images/relativelocation_347.png
877,000000213035_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the wine glass in the image provided, where is the person (annotated by the red box) located with respect to the wine glass?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the wine glass in the image provided, where is the person (annotated by the red box) located with respect to the wine glass? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),80655,person,relativelocation_348.png,images/relativelocation_348.png
879,000000257370_relative_location.jpg,"Considering the relative positions of the person (annotated by the red box) and the potted plant in the image provided, where is the person (annotated by the red box) located with respect to the potted plant?",Relative location,"Considering the relative positions of the person (annotated by the red box) and the potted plant in the image provided, where is the person (annotated by the red box) located with respect to the potted plant? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),51619,person,relativelocation_35.png,images/relativelocation_35.png
882,000000138550_relative_location.jpg,"Considering the relative positions of the chair (annotated by the red box) and the fire hydrant in the image provided, where is the chair (annotated by the red box) located with respect to the fire hydrant?",Relative location,"Considering the relative positions of the chair (annotated by the red box) and the fire hydrant in the image provided, where is the chair (annotated by the red box) located with respect to the fire hydrant? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),4235,chair,relativelocation_352.png,images/relativelocation_352.png
883,000000287667_relative_location.jpg,"Considering the relative positions of the carrot (annotated by the red box) and the knife in the image provided, where is the carrot (annotated by the red box) located with respect to the knife?",Relative location,"Considering the relative positions of the carrot (annotated by the red box) and the knife in the image provided, where is the carrot (annotated by the red box) located with respect to the knife? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),8225,carrot,relativelocation_353.png,images/relativelocation_353.png
884,000000229659_relative_location.jpg,"Considering the relative positions of the chair (annotated by the red box) and the clock in the image provided, where is the chair (annotated by the red box) located with respect to the clock?",Relative location,"Considering the relative positions of the chair (annotated by the red box) and the clock in the image provided, where is the chair (annotated by the red box) located with respect to the clock? Select from the following choices.
(A) above
(B) below","['above', 'below']",(B),4069,chair,relativelocation_354.png,images/relativelocation_354.png
885,000000479155_relative_location.jpg,"Considering the relative positions of the apple (annotated by the red box) and the dog in the image provided, where is the apple (annotated by the red box) located with respect to the dog?",Relative location,"Considering the relative positions of the apple (annotated by the red box) and the dog in the image provided, where is the apple (annotated by the red box) located with respect to the dog? Select from the following choices.
(A) above
(B) below","['above', 'below']",(A),150,apple,relativelocation_355.png,images/relativelocation_355.png
886,000000312421_relative_location.jpg,"Considering the relative positions of the dining table (annotated by the red box) and the suitcase in the image provided, where is the dining table (annotated by the red box) located with respect to the suitcase?",Relative location,"Considering the relative positions of the dining table (annotated by the red box) and the suitcase in the image provided, where is the dining table (annotated by the red box) located with respect to the suitcase? Select from the following choices.
(A) left
(B) right","['left', 'right']",(B),6275,dining table,relativelocation_356.png,images/relativelocation_356.png
888,000000387098_relative_location.jpg,"Considering the relative positions of the cup (annotated by the red box) and the bottle in the image provided, where is the cup (annotated by the red box) located with respect to the bottle?",Relative location,"Considering the relative positions of the cup (annotated by the red box) and the bottle in the image provided, where is the cup (annotated by the red box) located with respect to the bottle? Select from the following choices.
(A) left
(B) right","['left', 'right']",(A),3622,cup,relativelocation_358.png,images/relativelocation_358.png
